,Rating,Review
24,1 star: Bad,"<p class=""review-content__text"">
                Hands down all of these horrible Canon printers are the worst devices I and any other creature may have the inhumane misfortune of using. If you work in the industry please reconsider everything.
            </p>"
25,1 star: Bad,"<p class=""review-content__text"">
                terrible. my ink will not work costing me a ton of time and money. I tried two ink cartridges and both from Canon so they are not knock off ink. Over $200.00 totally wasted. Going to throw the new printer in the garbage. Tried many times to contact customer support and get to talk to a bot.
            </p>"
26,1 star: Bad,"<p class=""review-content__text"">
                I HAVE SPENT ABOUT 5 HOURS TRYING TO CONNECT BY WIFI.THE INSTRUCTIONS ARE USELESS AND THERE WERE NO ENGLISH INSTRUCTIONS WITH THE BOX
            </p>"
27,5 stars: Excellent,"<p class=""review-content__text"">
                Pros: Probably the best value Full Frame mirrorless. Great professional photos!<br/>Cons: 4K video is probably not any better than a basic 4K camcorder. Video on a tripod is okay.
            </p>"
28,2 stars: Poor,"<p class=""review-content__text"">
                Canon OnLine store didn't apply the 20% discount code they'd emailed me. The onLine Store ordering page actioned the camera (Ivy Rec) order without the discount. Canon admitted their systems weren't working properly. Only option was to send the delivery back and get a refund. Then re-order using the updated system. This was a product I wanted to buy, and actually had in my hands, but Canon couldn't refund the missing discount, so I had to return it. Madness. Needless to say, I'm not using the OnLine Store again. Canon: Why have a sophisticated mailing system with discount offers etc. but such a prehistoric order system? Get that sorted first, before unleashing your web marketing geniuses.
            </p>"
29,1 star: Bad,"<p class=""review-content__text"">
                Printer worked just fine until a recent update. Now it no longer recognizes the non-Canon brand inkjet cartridges I was using. What a SCAM!
            </p>"
30,1 star: Bad,"<p class=""review-content__text"">
                Canon customer care service is non existant. After having a G3500 break down after 3 months, the printer was repaired under warranty and returned with virtually no inks left. I have had no apology or offer to replace the missing inks. Would never buy Canon again.
            </p>"
31,1 star: Bad,"<p class=""review-content__text"">
                I got my Canon printer due to my disabled students allowance, and wouldn't have picked getting a printer from this company if I had a choice.<br/><br/>The main problem with this printer is that it's been programmed to waste the coloured inks to print black, if you print a document in colour. So, even if you have a tiny image in colour, all the rest of the print work will be done combining the other coloured inks to make black, rather than using one of the two black inks the printer has.<br/><br/>This makes printer extremely wasteful, I've hone through 5 packs of inks and not even halfway through a pack of 500 sheets of printer paper. When the inks are £50+ for a set of Canon inks, this is ridiculously expensive.<br/><br/>They've clearly programmed the printer to ignored the two black inks whenever you print something in the colour setting, in order to force their customers to buy there inks far more frequently than they'd be needed if they'd been programmed to always use one of the two black inks to print black, even when using the coloured printing option.<br/><br/>Avoid buying printers from this company, they will rip you off to make money from ink sales
            </p>"
32,1 star: Bad,"<p class=""review-content__text"">
                Very poor customer service will never use again!
            </p>"
33,1 star: Bad,"<p class=""review-content__text"">
                Bought a Canon MG5750 printer in June 2017. It has now completely failed, probably a software issue, and displays the messsage, ""Support Code 1403, The type of printer head is incorrect. Install the correct printer head"". I've removed and thoroughly cleaned the printer head, as per numerous YouTube videos, but the error persists. I've only used the printer for occasional use. The print quality was always poor and now product reliablity has proven to be abysmal. I've binned it for a more reliable make and I shall never buy another Canon product again!
            </p>"
34,1 star: Bad,"<p class=""review-content__text"">
                I attempted to buy a Canon M50 camera from the Canon Online Shop whilst away from home on holiday in Norfolk. I followed the webpage instructions implicitly but when I came to the payment section the Canon webpage system repeatedly crashed for what appeared no reason. I thought it may have been the bank card that was being refused as my cards had recently been replaced with new ones so I rang my bank. They confirmed that Canon was taking the money from my account but almost instantly was returning the money to my account for no reason that they could determine. They assured me that it was not the bank blocking the payment and I therefore needed to contact Canon. I tried ringing Canon several times but could not get beyond listening to never ending messages about how busy they were. I then tried ordering the camera again and it worked perfectly and stated the camera would be delivered in two days time. I automatically thought they must have had a glitch which had been rectified. I then left to go to John Lewis store in Norwich to buy a lens adapter for the camera which was about £30 cheaper than buying it from Canon with the camera! When I came to pay for the adapter I found my bank card was refused which rather stunned me. I tried credit card from the same bank and that was also refused. I then tried my wife's bank card and that was refused. Embarrassingly I was forced to go to the bank to find out what was going on. I found at the bank that Canon had returned the payment 1 hour after taking it and cancelled my order of the camera and stopped its delivery. This action coupled with with the earlier refusals by Canon had caused the bank systems to think illegal transactions were been attempted and automatically closed all my accounts and stopped my bank cards! Fortunately I had gone to the bank in person  and they were able to immediately clear all stops and reactivate all the accounts and cards. At no time during all this did Canon ever get in touch with me to tell me what they were doing, why they were doing it or ask for further information from me about my attempts to buy a camera from them. I therefore then went to the local Norwich PcWorld/Currys and bought the camera over the counter for the same price as Canon (there was a £150 discount offer at the time from Canon). I was annoyed with Canon as I had had an extremely stressful and embarrassing day whilst on holiday. I wrote an email to Canon Service to let them know what they had put me through and expected to get some form of apology. I only got the explanation that their system had noticed that the delivery address on my order was different from my home address in shown in records from earlier purchases over the years. I pointed out that their system did not ask at any time for my home address and when I put in my son's address in Norwich as the delivery address it did not query it, it did not flag up a problem, it merely continued to the payment section of the system which to start with had accepted the card details 3 times and then crashed without explanation but then later accepted the same details fully. I have written several emails and each one has been replied to by saying it was completely my fault, their systems are there to protect me from fraudulent attempts of bank card scams, etc. etc. They refuse to accept any blame for the stress and embarrassment they put me through and make it quite clear they will not entertain any possibility that their system was at fault. Life is to short to continue the argument with Canon so I have demanded they remove all trace of me from their records with an emphasis on their knowledge of my bank details as I simply do not trust or respect them as company. This is very sad for me as I have bought many Canon cameras, lenses and printers since my first Canon SLR EOS 600 in 1986 but now I have the distinct feeling that if you have a problem with them or their products they are not interested in the slightest.Goodbye Canon.
            </p>"
35,5 stars: Excellent,"<p class=""review-content__text"">
                Purchased a canon camera just the other day and ha e tracking already. Easy to navigate site for buying.
            </p>"
36,1 star: Bad,"<p class=""review-content__text"">
                I called Canon USA Customer Support for printers to get help downloading their MF Toolbox software for a Mac.  The link to the download on their support website is broken.  The operator asked for my model number and I was told it was not longer supported.  She would not forward my call to anyone that could help me with the software.  I was not looking for hardware support for the printer.  <br/><br/>I went back online and found a link on the Canon Canada website that worked.  The operators are being used as blocking agents.
            </p>"
37,1 star: Bad,"<p class=""review-content__text"">
                My Canon MG7150 printer stopped working and displayed an error code. When I contacted Canon support, I was informed that the error code meant the printer had an internal fault which would be very expensive to repair and I'd be better purchasing a new printer. They ""helpfully"" gave me a 30% discount code, BUT only to be used at Canon's online store. I wasn't satisfied with this and did a bit of rooting around on the internet to discover the fault code indicated a simple paper jam that I cleared in a couple of minutes! I don't know if this was a genuine error by the support team, a rogue individual scamming to increase commission, or scamming at a corporate scale, but whatever it is, it was an appalling episode and Canon should be ashamed. It wasn't so much the cost of buying a new printer that concerned me, as the waste of all the embodied energy and carbon that would have been jettisoned had I taken Canon's advice to through away a perfectly serviceable printer!
            </p>"
38,1 star: Bad,"<p class=""review-content__text"">
                Very disappointed with Canon Warranty procedures. Bought my printer online last year. Order was processed on Sept 8, 2018, shipped on September 11, 2018  and item was received on September 15, 2018. I have documentary proof of all dates. Placed a service call on September 9, 2019 and was told that the item was out of Warranty since the invoice date was September 8, 2018!!!! Also the online manual is worthless! I called Canon customer support yesterday to figure out how to darken the print copies and they wouldn't help me! Canon has lost a customer for life. Neither I nor anyone in my family/friends will ever buy another Canon product EVER!!
            </p>"
39,5 stars: Excellent,"<p class=""review-content__text"">
                From the minute i walked into the reception and pressed the buzzer for attention, i new i was in a very professional  and very nice place.<br/>The staff member was with me in no time at all, i explained what i required, that my canon 70D needed the latest software update.<br/><br/>This service is free, so even better, while the work was being carried out i had a coffee, and sat looking at the fabulous photo books on the reception coffee table. by the time i looked at one book my camera was ready.<br/><br/>I cannot complement the staff enough that took care of me, a really great experience, will definitely go there should my cameras require service or repaired.<br/>I highly recommend canon Elstree.<br/>Ronnie Drummond-Hay
            </p>"
40,1 star: Bad,"<p class=""review-content__text"">
                The mirror in my Canon 5Dfell off during a photoshoot. I contacted Canon and found out my camera had a recall for this issue. I asked to send it in to be fixed, and they said they could not do that for me, but they could offer me an upgrade. They then quoted me $3,000 for an upgraded camera. I wasn't prepared for my mirror falling out, therefore I didn't save up 3 grand for a new canera. They made it seem like it couldn't be repaired. A photographer friend send me a link to a youtube video, and $5.62 later my camera is good as new. That was horrible customer service. Really quite unhappy about how they wouldn't take ownership for this recall and fix it. I spend too much money for them to treat me like this.
            </p>"
41,5 stars: Excellent,"<p class=""review-content__text"">
                Completed a repair on my 1d, very smooth and now perfect. Not cheap but it’s 5k camera so guess expected. Camera btw is incredible for all photos from fast sport to still life.
            </p>"
42,5 stars: Excellent,"<p class=""review-content__text"">
                Ticket: 1-85919614166G <br/><br/>BIG THANK YOU TO THE TEAM. MY SCANNER WORKING AGAIN.<br/><br/>A FEW TECHNICIAN INVOLVE TO FIX MY PRINTER WHEN THE SCANNER OPTION HAS SUDDENLY DISAPPEARED.
            </p>"
43,1 star: Bad,"<p class=""review-content__text"">
                Bought a Canon PowerShot SX720HS camera in June of 2018 and took pictures in August and November.  Tried to open the camera in August of this year and the camera would not open.  Had the battery checked and replaced and it still would not open.  Sent the camera to Canon to look at and they said they could not fix the camera and offered a replacement for $180.00.  I paid $280 originally. I realize it was 3 months beyond the 1 year warranty, but I found their response inadequate.  I will NEVER buy a Canon camera again!!
            </p>"
44,1 star: Bad,"<p class=""review-content__text"">
                Bought a Canon mf 264 dw laser printer/scanner that almost always  returned error messages.<br/>The few times it worked , it produced documents of low quality.<br/>Assistance was terrible. First level kind but inadequate. So called second level almost impossible to reach. After one month wasting time, it was sadly cheaper to just throw to the garbage the lemon I picked and buy a different brand. Never more Canon in the future..
            </p>"
45,1 star: Bad,"<p class=""review-content__text"">
                I bought a printer, ALL IN ONE. The printer does not have the ability to scan more than one page at a time. What a kind of company makes a printer that is named all in one but does not allow a person to scan a resume of multiple pages. What piece of garbage. Canon TS5120. is a bad buy and Canon's research people failed to test this devise in the real world. Am I suppose to make 10 different PDF files for one 10 page document? What an idiotic design. The printer has a rear feed but instead of making that the automatic document feeder they made it a second place to put copy paper. So disappointed in this company
            </p>"
46,1 star: Bad,"<p class=""review-content__text"">
                I have been trying to get a scanner to work for weeks now.<br/>I was given one for business purposes and it won't talk to my computer and I have 3 open tickets relating to this!<br/>I have provided proof of purchase from the business as requested and they still won't talk to me about it am utterly fed up.<br/>Am thinking of asking the British army to shoot their canon at my canon for target practice as all it is is a useless ornament
            </p>"
47,1 star: Bad,"<p class=""review-content__text"">
                Ongoing dispute regarding printer ink -going through resolver ,Canon refusing to answer now .Ink is impossible ,supposed to print at least 600 sheets ,Im lucky to have got 25 out of this batch .They wont uphold it ,they say it is my fault ,that my settings are not correct on the printer ,in fact its a wonder they havent blamed Brexit! All I want is what I paid for ,awful absolutely awful,couldnt give them a lower score -see by others reviews they are not a nice company !!
            </p>"
48,5 stars: Excellent,"<p class=""review-content__text"">
                I bought a canon sx730 in november. The retracting lens cover kept sticking. I sent it back to canon after a telephone conversation with them. Apparently they sent it to Germany to be repaired. The report from Germany said the camera had been dropped so the warranty was void. I disputed this over the telephone with the uk branch. They said they would send a replacement which they did. Thank you.
            </p>"
49,1 star: Bad,"<p class=""review-content__text"">
                I bought a Canon PowerShot SX620 HS in March 2019.<br/>Within 4 months, the retracting lens got stuck.<br/>I was on holiday and I could not place the camera in its case anymore. When I flown back to England, the camera got a chip.<br/>Upon my return, I called the customer service where I bought the camera and I was invited to bring the camera to the store. They took it for repair.<br/>However, when I called to get some update with the repair, I learned that even though I bought the camera 4 months ago, I lost the guarantee because of the chip.<br/>I explained that the chip happened because the retracting lens was stuck but it doesn't matter.<br/>CANON rejects all warranties by saying that the clients lose the warranty if there is a physical damage on the electrical device.<br/>Ok, I lost the warranty so I asked about the repair.<br/>I was told they won't repair and the repair centre offered to replace my camera for almost the same price I bought it 4 months ago. Why should I buy again a camera that failed me?<br/>As I did not intent to buy a new camera, I ask about the possibility of repair.<br/>Then the customer service assistant explained to me that CANON  does not repair anything anymore. THEY HAVE OUTSOURCED their repair centres.<br/>To simplify the process, CANON does not have any repair facilities anymore, they just focuss on selling.<br/>When a device is broken, it is sent to one of the outsource repair centres.<br/>If the device is under warranty, CANON is charged for the repair. If the device is not under warranty, the client is charged for the repair.<br/>CANON does not want to lose money so take as little responsibilities as possible and it works well when everybody loses their warranty if there is a single physical damage. You have a chip and you're done! You just lost your warranty.<br/>The outsource repair centres are there to earn money as fast as possible.<br/>In my case, they simply offered me to replace the product at the same price I purchased it. Like this, they don't have to pay for new pieces, don't spend time in repair, just sell you the same thing you already have and tell you to bin your camera.<br/>When I explained again that the camera was new, which means that  all the components were new and that only the lens had an issue, they said that it was too expensive to fix and they have to discard it and that I need to buy a new one.<br/>CONCLUSION: I was told to threw my camera away and buy a new one.<br/>All their devices are simply treated as pieces of junk.<br/>If your device breaks, you are likely to be told to threw it away.<br/>CANON LOOKS FOR PROFIT, NEGLECTS CUSTOMER SERVICE AND POLLUTE THE PLANET.<br/>Avoid this kind of companies that don't care about the environment.
            </p>"
50,1 star: Bad,"<p class=""review-content__text"">
                Printer performs ok, but the ink usage and cost is extortionate.<br/>Two problems - Firstly, the printer cleans its print head virtually continuously, even before and after printing a single full stop.<br/>Secondly, All colours in a single cartridge, plus separate black cartridge which together cost more than a new printer that comes with cartridges.<br/>I've printed about 6 A4 colour pics and cartridge nearly empty.
            </p>"
51,1 star: Bad,"<p class=""review-content__text"">
                Bought a canon TS8150.<br/><br/>After 4 months of barely using it an error showed up which won't go away. error 1259, remove the paper drawer. Removing the damn paper drawer doesn't do feces. Had to go back to the store where they tell me I have to wait 3 weeks for repairs. for real? The thing isn't even half a year old and I have to wait 3 weeks for the repairs of a machine that probably will break down again the next few months; What a load of buttocks. Why is everything such feces quality these days. Whats next? Buying new thing that are broken from the get go?
            </p>"
52,1 star: Bad,"<p class=""review-content__text"">
                I have just purchased a canon hf g26 camcorder when I opened the box no hmdi lead how do they expect you to show pictures on TVs I contacted canon the reply I got was you have to purchase one yourself this is not goo enough being a pensioner and purchasing canon products for nearly 60 years I am disgusted, I shall never purchase another product from canon again you spend all this money on a canon product and don't get a hmdi but if you purchase a hf r806 a fraction of the price there is one in the box <br/>I gave one star because I could not give any less surely it would hurt them to send you one free gratis <br/>It  would show some appreciation of you custom for nearly 60 years<br/>There customer service was very poor
            </p>"
53,5 stars: Excellent,
54,1 star: Bad,"<p class=""review-content__text"">
                canon rp - complete waste of money. i am in the process of returning the camera as it was bought through a rd party seller, but i will probably lose some money from postal return.<br/><br/>I bought the camera as option to be silent against my 5D mark IV which i can only use in a sound blimp and only on fully automatic as my blimp has no access to the dials when closed. <br/><br/>When the camera arrived in the manual it says silent mode but doesn't explain anything about silent mode. So i phoned canon. I asked how can i get into silent mode and they said i had to turn the main dial to SCN and then scroll down on the viewer to mute sound. Great i thought - don't know how this wasn't explained in the manual. While still speaking to the customer service agent it becomes i apparent i can't change any settings and this silent mode is fully automatic. The customer service agent doesn't know and i am put on hold. The line goes dead. I phone back. again i ask the question and again i am put on hold. this time the person comes back to me and say yes unfortunately it is only fully automatic. So this means i have spent money on something i can do already. Why would any mode on a expensive camera be only automatic??? Give me the choice. let me choose what is my priority the camera doesn't know what i am trying to achieve and what my plan is. I complained. I have just had a phone call back from them. They apologised and said having silent on fully automatic was a business decision and could not justify why it wasn't on manual. He would send my comments on to canon, but lets be honest that means nothing. when will canon realise they are so behind the times on mirrorless, that adding features that are they quite unusuable you are charging too much for poor features. The person i spoke to said we do have a silent one, but it is £1,500 more expensive than the flawed RP, for that one extra feature. I only chose canon because i have lots of canon lens so using a converter would save me money overall buying new lens with a different mirrorless. In my mind the benefits of a mirrorless against a dslr should be weight and quietness, all other extras are a plus and some are nice but not essential if you have a high end dslr.<br/>It seems canon arrogance is getting to mirrorless late, advertising features incorrectly and charging as much as the high end mirrorless, that aren't even worth half the price.<br/><br/>My view unless canon sort themselves out soon they are not the company to buy cameras from anymore. And have never been for mirrorless as they aren't in touch with real peoples needs unless money is no object and you are happy to spend money on overpriced substandard devices.
            </p>"
55,1 star: Bad,"<p class=""review-content__text"">
                I have a 9 month old Canon Pixma TS5050 which, up until now has been temperamental, but has worked.<br/>Have used (quality) remanufactured cartridges since new owing to eye-watering cost of originals. Printer recognises all the cartridges, displays the ink levels, but has suddenly decided not to print using Cyan cartridge. Tried all recommended cleaning &amp; alignement processes, no error messages, but that colour still missing.<br/>Canon solution? It's the ink density (all of a sudden!) - buy one of our mega expensive cartridges &amp; all will be OK. No other possible solution available. By the way - reject the printer &amp; unless all the cartridges are Canon Originals, the warranty is void.<br/>It is actually economically viable to junk it &amp; buy a new printer rather than purchase Canon Cartridges.
            </p>"
