Brand,Category,Rating,Review
Logitech,Technology,1 star: Bad," 
  My email to Logitech HAPLESS or HOPELESS. You decide how to describe your service. Parcel delivered to wrong address DESPITE your assurances. No option to cancel DESPITE your promises. No notification of dispatch. I WOULD LIKE TO MAKE AN OFFICIAL COMPLAINT.
    "
Logitech,Technology,1 star: Bad," 
  MK550 keyboard and Mouse Combo 1) I am on my second K350 Wireless keyboard from this combo and it will be the last. Main problems is the printing on the keys wears off and there is NO replacement, from Logitech. After market stickers do not last very well. These characters should be permanent. In this day of cast/moulded characters, this is simple unacceptable. 2) Absolutely hideous SetPoint software. Supposed to show BUNDLED M510 mouse tab but not there. Unifying Software can see it clearly.. Prog tells me to install Options.. which i do and it does absolutely SFA. Try reinstalling etc in the usual way but still stubbornly refuses to do anything. Logitech have had years to get their act together and no doubt countless people complain AFTER buying their rubbish, so why would they bother? This is both absurd and unacceptable. What is wrong with these people? Their dominance of the market has made them lazy and disrespectful of their customers. 1 star because 0 is not possible.
    "
Logitech,Technology,1 star: Bad," 
  Well I can only say their customer service is very poor, they don't reply back to your emails, no landline no nothing. I have an issue with my powerplay, is not charging anymore so I contacted via website support. Someone replied back to me saying to give them serial number, done and dusted. After few days the same person is asking me to destroy my powerplay so I can get a replacement as the old one is not working anymore. Ok, destroyed my powerplay and uploaded the video on youtube as their request and is been accepted as a proof. After 2 weeks the same person is telling me customer service department will email me with tracking number soon, they actually done it after 5 days so in total almost 1 month. All good and nicely, they finally email me, the actual parcel is coming and I was straight away shocked with the size of the parcel (remember when I bought my powerplay it was a massive box) but guess what, this one was a tiny little box. Opened the box, received a cable instead by mistake. Took some pictures with what I received and emailed back logi support. Again, the same person is replying back (that was last week) saying they will have to review it internally and get back to me. Since last week no one replied back to me. So now basically I have a powerplay unit in pieces which can't be used anymore, their department is not even bothered replying to your problems but yes they want money for theirs expensive products!!!
    "
Logitech,Technology,1 star: Bad," 
  DO NOT BUY FROM THIS COMPANY!!!!! Really shockingly bad customer service, no telephone numbers (that get answered), no online chat with a person just a bloody useless chatbot. Order not found on website yet Digital River have taken my money. Various messages sent via the website and social media all with no response. I know logistics are difficult at the moment but come on, none of the other companies that I have dealt with over the last month have been this bad. AVOID, AVOID, AVOID.
    "
Logitech,Technology,1 star: Bad," 
  I purchased a headset that broke after 2 months. I have been dealing with their customer support and after 2 weeks responding to me they now say I have to be switched to the gaming dept which they will not respond. This is the worst customer service I have ever dealt with. I have never did a review with anyone that was negative but think twice before you buy a Logitech item cause they do not warrant their products.
    "
Logitech,Technology,1 star: Bad," 
  Don't bother ordering. They don't seem to have stuff in stock despite saying that they do; they don't despatch when the say they will; they take your money as soon as you order not when shipped even tho their website says they don't; they currently have no phone customer care; their online customer support is totally unacceptable as they don't read your emails but merely reply with information that it already on their website; they ignore your request to cancel an order. Woeful doesn't come close. Truly dreadful
    "
Logitech,Technology,1 star: Bad," 
  Placed and order on the 27th April for the silver MX Master mouse. Within 30mins I change my mind and tried to change the order to the black version.  Firstly, there was no option to amend the order. Then I tried to contact the customer service online and by email. I got no response. I then called the number provided. The first two calls I spoke to Vincent, who quickly muted my call and left me waiting for over 5mins each time.  I then while on hold I rang with a different phone. Spoke with a woman this time. The connection was suspiciously ""faulty"" and kept cutting in and out. I eventually, communicated that I would like to change the colour of the order or cancel it. The woman confirmed they would cancel the order and told me to look out for the cancellation email. I received an email from Vincent stating they would cancel the order if I replied with the details. I did this straight away. I never got a confirmation email despite requesting one several times.  Today 30th April, I have got a confirmation of shipment email, despite all of my attempts to cancel the order.  I am very annoyed as it says in their terms and conditions that the customer is responsible for paying for Returns shipping cost.
    "
Logitech,Technology,1 star: Bad," 
  Never posted a review like this before. I bought a €250 webcam which was advertised on the logitech site as in stock. It wasn't so I bought elsewhere - but Logitech would not allow me to cancel the item, even though it had not shipped. Then once delivered their customer service would not issue any instructions on how to return the unopened product. I have been trying for 2 weeks to get a response. I have never experienced anything like this.
    "
Logitech,Technology,1 star: Bad," 
  This is probably the worst customer support I've had to deal with, EVER. First of all they don't pick up. I was on hold for roughly 45 minutes before getting to anyone. Then the lady put me on hold to figure out how to help and the call got disconnected on their side. Of course when I called back had to wait again which I didn't have time for. So the next day I'm still trying to reach someone. As soon as they answer the phone and say hi, the phone goes silent and I can't hear anything. I think this is just a tactic not to speak to their customers. This is just not fair!!!
    "
Logitech,Technology,1 star: Bad," 
  Don't order anything on logitech.com, no way to get answer about an order or the ability to cancel one. Support is inexistent. Ordered and paid premium 2 day delivery but after almost a week nothing.  Don't bother ordering directly from them.
    "
Logitech,Technology,1 star: Bad," 
  Don’t order from Logitech very poor delivery and support stinks Ordered expensive Logitech webcam shown in stock with next day tracked delivery and paid by with PayPal Automated response said ordered But not paid Checked status over next two days no change ordered not paid and no way to phone for update. Ordered another from a uk supplier delivered next day Contacted Logitech support and requested order to be cancelled which website said I could do. Delivered the following week - cancellation ignored Asked to do a return 5 weeks later received a message “ You may have better luck, tomorrow. And excuses for the late reply. (We are many in the same page..)” This is not what is expected of a global company
    "
Logitech,Technology,1 star: Bad," 
  Awful....Useless...Disgusting .......Shall I go on? Dumb enough to order an expensive Mic from this bunch of cowboys. Was told 4-7 days dispatch. It's been nine already and I have heard nothing, no email, no contact..nothing. Rang the most complicated Customer Support line in the world yesterday and was told maximum 24-hour comeback...Guess what? Twenty-seven hours later, no contact and now they are shut for the weekend... AVOID!!!!!!!!!!!!!!
    "
Logitech,Technology,1 star: Bad," 
  Impossible to cancel the order from the website. Very disappointed! Logitech is running their business with a very weird perspective. Time will teach them the lesson.  Avoid supporting this company at all costs. Money has to go to companies that take care of costumers and provides a respectable relationship and even more when difficult time’s arises. Now they show what they really are. Makeup.
    "
Logitech,Technology,4 stars: Great," 
  I order a iPad Air 2 keyboard case for £14.99 it magnetically connects to my ipad and really helps me do my school work and things i enjoy. I would recommend this keyboard case to anyone that has an iPad that cant afford a laptop who does school work. This keyboard is really good for getting work done quickly Battery life is AMAZING
    "
Logitech,Technology,1 star: Bad," 
  Be aware! Bought new gaming mouse, payed over paypal nothing!! Customer support doesnt reply. Avoid at all stakes, can't believe that logitech have a such low quality service. Moving to Razer and Benq companies. Never again!
    "
Logitech,Technology,1 star: Bad," 
  AVOID these cowboys. Tried to buy a webcam direct from Logitech.com. Quickly got an email confirming my order and confirmation from PayPal that they'd taken my money (£99). Then silence. The webcam was in stock when ordered, so a week later I was wondering why it hadn't arrived. So I sent messages to Logitech and to Digital River, their agent. No response. Rang Digital River twice, they apparently could see my order but were, and I quote 'not allowed to get involved in Logitech stuff'. Finally after a long search I found a number for Logitech in the UK and got through to a guy who could help. He told me that my order was at least 2 weeks away from being shipped, and that was not guaranteed. Likely if anything to be longer. I pointed out that I'd ordered the item as in stock and my money had been taken. No explanation. So I've had to cancel my order and buy a different product. Well done Logitech. AVOID these cowboys.
    "
Logitech,Technology,1 star: Bad," 
  if I could give this &lt;1 star I would...I've had nothing but problems and Logitech has continually put me off until the product is no longer under warranty. The keyboard stopped working a few months after I got the product. I contacted them and we were able to get it to work again although intermittently. After continued frustration with the reset process I contacted Logitech, went through the whole list of steps again and cannot get the keyboard to work at all. Now they tell me since I'm no longer under warranty they won't do anything about this. Horrible customer appreciation for a product that costs $80+...do yourself a favor and read all the reviews. You will undoubtedly end up with the same issues.
    "
Logitech,Technology,1 star: Bad," 
  Can I give this a zero star. This is how Logitech customer services respond to a compliant. Ticket no.2911917 raised on the 30th April 2020 I have only had it 2 months and the rubber is peeling off.  All my equipment is Logitech and this has never happened to me before. You pay good money and expect good quality. Lets see what Logitech have to say. Logi_Matt4 hours ago Hi Steve Barnes, Thank you for reaching Logitech! We apologize for not providing a prompt response. It's sad that the mouse is turning out this way on your end. Wear and tear are bound to happen but it should definitely not be getting this issue in just mere 2 months. We recommend you to submit a ticket to our support team for help about the matter. If you have further inquiry, please do not hesitate to reach back to us or contact our support team for direct assistance. Regards, Logi_Matt  Sanjay V (Logi) May 6, 9:00 AM PDT Thank you for your response I sincerely apologize for the delay in getting back to you and apologize for the inconvenience caused to you. May I ask you if you have tried contacting the point of purchase? Once again, thank you for taking the time to write to us. Feel free to reply to this email and I'll get back to you as soon as possible. Thank you for choosing Logitech, have a great day! Please feel free to respond to this email. Thank you, Logitech Support Hi Sanjay Have you actually read the correspondence as it it obvious you have not. Can you please Pass this onto your manager and confirm you have done this please. Can you also please provide me with your complaints department email and a name. When you purchase an item from a so called well renowned company you expect a positive response. Not a negative one.   I have only had the item 3 months and it is falling apart.  Its under your warrantee and you need to honour it. Kind regards Steve Sent from my Samsung Galaxy smartphone.
    "
Logitech,Technology,1 star: Bad," 
  Great Marketing Terrible Products Awful Customer Service Non-Existent Technical Support ---------------------------------------------------------------------------------- I have purchased a total of 3 mouses from Logitech. Yes, 3 mouses! I have spent 300 euros in total. I bought the MX Master 2 for myself and was very happy. So I bought a second 1 for my father as well. After a while, my MX Maters 2 started to act out to a point where it very negatively impacted my work. I tried everything I could. Reinstalling their software multiple times, reinstalling my Mac software, etc. After a while, I got so frustrated with the mouse that I just threw it in the garbage and bought a new one, the MX Master 3. I just received it a couple weeks ago, connected it to my iMac and started working. After about 2 hours of work, the mouse has decided not to work out of nowhere. I have reinstalled the software, restarted my computer and it simply wasn't working. I have contacted their support over the phone, they barely spoke English and then transferred me to a number that wasn't working. Then, I decided to create a ticket through their website. I waited a week just to be told that I should go on their website and look for their FAQ section to resolve my issue. Are you kidding? 1 week to tell me that? I also tried contacting them over Facebook live chat and was told to submit a ticket. It's been over two weeks since I bought my third mouse and it's still not working. No one at Logitech seems to care to help their clients.  Logitech: If I wanted a cheap mouse, I would spend 5 euros on Amazon.
    "
Logitech,Technology,1 star: Bad," 
  Worst customer service ever..... Purchased a keyboard from Logitech.com. 48 hours later there was no confirmation email or acknowledgement of the order yet they'd certainly taken my money! I used their 'findmyorder' system to check for an order associated with my email address but 'No Order Found' was returned to me. Decided to submit an enquiry through the logitech website, received a confirmation email from a random company called Digital River which made no reference to Logitech at all yet the timing seemed coincidental so assumed it must have been them. 48 hours later, still no response. Followed up by replying to the Digital River email only to be told they cannot help me as they are simply a reseller??? Why are you the point of contact for customer service then? I then found another way of contacting Logitech only to be sent to an outsourced offshore support team. They take 3 business days to reply to any message and must not actually read any of my messages so no progress is ever made. After a few days of all this I ordered my keyboard from a different company and received it within 24 hours. I told Logitech not to bother sending the keyboard as i'd purchased elsewhere and they finally agreed to cancel the order. The funds were returned from my card... happy days. or so I thought! Then 2 days later I receive a tracking number for a delivery from Logitech! I check my bank balance and they had re-debited the order! What the? That was over a week ago... now I have two keyboards and no matter what I do am unable to organise a return with Logitech as the support staff continually ignore the request. The returns form on their website also does not work as it says my order number is not found! Literally at a loss of where to turn now... massively disappointed with a company that makes such great products. Sort yourselves out otherwise no quality product will save you.
    "
Logitech,Technology,1 star: Bad," 
  My email to Logitech HAPLESS or HOPELESS. You decide how to describe your service. Parcel delivered to wrong address DESPITE your assurances. No option to cancel DESPITE your promises. No notification of dispatch. I WOULD LIKE TO MAKE AN OFFICIAL COMPLAINT.
    "
Logitech,Technology,1 star: Bad," 
  MK550 keyboard and Mouse Combo 1) I am on my second K350 Wireless keyboard from this combo and it will be the last. Main problems is the printing on the keys wears off and there is NO replacement, from Logitech. After market stickers do not last very well. These characters should be permanent. In this day of cast/moulded characters, this is simple unacceptable. 2) Absolutely hideous SetPoint software. Supposed to show BUNDLED M510 mouse tab but not there. Unifying Software can see it clearly.. Prog tells me to install Options.. which i do and it does absolutely SFA. Try reinstalling etc in the usual way but still stubbornly refuses to do anything. Logitech have had years to get their act together and no doubt countless people complain AFTER buying their rubbish, so why would they bother? This is both absurd and unacceptable. What is wrong with these people? Their dominance of the market has made them lazy and disrespectful of their customers. 1 star because 0 is not possible.
    "
Logitech,Technology,1 star: Bad," 
  Well I can only say their customer service is very poor, they don't reply back to your emails, no landline no nothing. I have an issue with my powerplay, is not charging anymore so I contacted via website support. Someone replied back to me saying to give them serial number, done and dusted. After few days the same person is asking me to destroy my powerplay so I can get a replacement as the old one is not working anymore. Ok, destroyed my powerplay and uploaded the video on youtube as their request and is been accepted as a proof. After 2 weeks the same person is telling me customer service department will email me with tracking number soon, they actually done it after 5 days so in total almost 1 month. All good and nicely, they finally email me, the actual parcel is coming and I was straight away shocked with the size of the parcel (remember when I bought my powerplay it was a massive box) but guess what, this one was a tiny little box. Opened the box, received a cable instead by mistake. Took some pictures with what I received and emailed back logi support. Again, the same person is replying back (that was last week) saying they will have to review it internally and get back to me. Since last week no one replied back to me. So now basically I have a powerplay unit in pieces which can't be used anymore, their department is not even bothered replying to your problems but yes they want money for theirs expensive products!!!
    "
Logitech,Technology,1 star: Bad," 
  DO NOT BUY FROM THIS COMPANY!!!!! Really shockingly bad customer service, no telephone numbers (that get answered), no online chat with a person just a bloody useless chatbot. Order not found on website yet Digital River have taken my money. Various messages sent via the website and social media all with no response. I know logistics are difficult at the moment but come on, none of the other companies that I have dealt with over the last month have been this bad. AVOID, AVOID, AVOID.
    "
Logitech,Technology,1 star: Bad," 
  I purchased a headset that broke after 2 months. I have been dealing with their customer support and after 2 weeks responding to me they now say I have to be switched to the gaming dept which they will not respond. This is the worst customer service I have ever dealt with. I have never did a review with anyone that was negative but think twice before you buy a Logitech item cause they do not warrant their products.
    "
Logitech,Technology,1 star: Bad," 
  Don't bother ordering. They don't seem to have stuff in stock despite saying that they do; they don't despatch when the say they will; they take your money as soon as you order not when shipped even tho their website says they don't; they currently have no phone customer care; their online customer support is totally unacceptable as they don't read your emails but merely reply with information that it already on their website; they ignore your request to cancel an order. Woeful doesn't come close. Truly dreadful
    "
Logitech,Technology,1 star: Bad," 
  Placed and order on the 27th April for the silver MX Master mouse. Within 30mins I change my mind and tried to change the order to the black version.  Firstly, there was no option to amend the order. Then I tried to contact the customer service online and by email. I got no response. I then called the number provided. The first two calls I spoke to Vincent, who quickly muted my call and left me waiting for over 5mins each time.  I then while on hold I rang with a different phone. Spoke with a woman this time. The connection was suspiciously ""faulty"" and kept cutting in and out. I eventually, communicated that I would like to change the colour of the order or cancel it. The woman confirmed they would cancel the order and told me to look out for the cancellation email. I received an email from Vincent stating they would cancel the order if I replied with the details. I did this straight away. I never got a confirmation email despite requesting one several times.  Today 30th April, I have got a confirmation of shipment email, despite all of my attempts to cancel the order.  I am very annoyed as it says in their terms and conditions that the customer is responsible for paying for Returns shipping cost.
    "
Logitech,Technology,1 star: Bad," 
  Never posted a review like this before. I bought a €250 webcam which was advertised on the logitech site as in stock. It wasn't so I bought elsewhere - but Logitech would not allow me to cancel the item, even though it had not shipped. Then once delivered their customer service would not issue any instructions on how to return the unopened product. I have been trying for 2 weeks to get a response. I have never experienced anything like this.
    "
Logitech,Technology,1 star: Bad," 
  This is probably the worst customer support I've had to deal with, EVER. First of all they don't pick up. I was on hold for roughly 45 minutes before getting to anyone. Then the lady put me on hold to figure out how to help and the call got disconnected on their side. Of course when I called back had to wait again which I didn't have time for. So the next day I'm still trying to reach someone. As soon as they answer the phone and say hi, the phone goes silent and I can't hear anything. I think this is just a tactic not to speak to their customers. This is just not fair!!!
    "
Logitech,Technology,1 star: Bad," 
  Don't order anything on logitech.com, no way to get answer about an order or the ability to cancel one. Support is inexistent. Ordered and paid premium 2 day delivery but after almost a week nothing.  Don't bother ordering directly from them.
    "
Logitech,Technology,1 star: Bad," 
  Ordered a webcam, paid for express delivery and heard nothing for 2 weeks. Was pragmatic to think it might be CV19 related however when looking to try and find out information about the order status there is a lack of info and no customer service line to speak to someone about this. All the time they have taken my money when actually most companies take on dispatch. Tried to get the facebook messenger team to help but they were absolutely useless and kept referring me to product support. Useless! one of the worst customer journeys I have had!!!!
    "
Logitech,Technology,1 star: Bad," 
  I appreciate that Covid is causing issues, but if you have a website that says a webcam is in stock, accept my order and take my payment it seems reasonable to assume that I have made a valid purchase and can expect delivery. But after 2.5 weeks nothing - no webcam, no update on my account, no response from customer services, no email communication to me..... And I used to think that Logitech was a reputable business.
    "
Logitech,Technology,3 stars: Average," 
  MOUSE SHAPE in the WIRELESS COMBO—WINDOWS-CHROME The new Logitech mouse shares a hand design that is a proven Fail against others like GearHead. Its about the shape or grasp. This hourglass shape has the narrow place located in the middle of the mouse instead of where normal sized hands want to grasp—up near the nose of the mouse where the fingertip controls are located. I have a great pic to describe at a glance what is going on but I see not photo upload tool. New keyboard is perfect for a basic, which is what I wanted the most. Even includes minimal value added functions at the top that doesn't take up too much real estate which always robs from qwerty button structure. I can use or ignore them but find them useful, so thx for that Logi.  Wish I could use the mouse that came with. Wasted resources.
    "
Logitech,Technology,1 star: Bad," 
  Firstly it's worth mentioning that I didn't experience the delivery delay that others have had - the items were shipped 3 days after the order was placed. However, I initially made an order for a Logitech Stream Cam but very quickly changed my mind to spend a little more on a BRIO Stream - I called up Logitech support roughly 15 minutes after placing the Stream Cam order and explained that I would like to cancel the Stream Cam order - The woman on the phone said this should be fine, you can cancel any order up until it's been shipped. I checked a few times and order number no longer showed as existing, which led me to believe this had been cancelled - I've just received an e-mail saying ""unfortunately you didn't cancel this order in time, so we will still be charging you for the product"" - In what world is 15 minutes after placing an order ""not in time"" to cancel it? Logitech clearly states that you can cancel any orders up until they have been shipped. To put the cherry on top, I am unable to launch a refund/returns issue because the order number *still* doesn't show as existing - Meaning I will have to try my best to get in touch with them again and find out a solution.  I would strong recommend using an alternative company in the future - There is no reason in 2020 for a company to not have a simplified cancellation procedure or an easy contact route for returns/issues with order numbers.  Avoid Logitech.
    "
Logitech,Technology,1 star: Bad," 
  I used to use logitech exclusively. Everyone Knew their switches were a lottery, but they would replace their faulty device until you got a good one. Apparently they don't do that anymore. I've bought 3 of their mice in the past year, because I used to like supporting their company. I developed a double click on one, no problem I thought, I'll use another. It too got a double click a month later. So I emailed logitech, expecting their usual customer service... but then they asked me to try about 3 hours worth of troubleshooting. When that didn't work, they wanted me to take a video of me proving it didn't work. I'm done buying from this company. How you go from the best customer service immediately to the worst, is beyond me.
    "
Logitech,Technology,1 star: Bad," 
  Worst customer service ever... Headset broke... still in warranty so i emailed them. Took over a week for a reply and they asked for photo and proof of purchase. Supplied these. Expecting a new headset to be posted asap. Week later they request a video of the broken head????? A video what?? And when i tried to upload it it was rejected due to their mail policy. Worst company ever. Dont bother buying their stuff.
    "
Logitech,Technology,1 star: Bad," 
  No sign of my item and no information from Logitech, 10 days and no information. I expected so much more from a company such as Logitech.
    "
Logitech,Technology,1 star: Bad," 
  My story is the same as many others ordered an item that was showing in stock only to never arrive. I ordered a webcam on March 25th but it had still not arrived on April 6th I paid extra for express postage. The money was taken from my account the day after ordering by Digital River a company Logitech use to process the payment they have worst reviews than Logitech on Trust Pilot. It was lucky I used Paypal and opened a dispute for non-delivery and received a full refund yesterday. The customer service is diabolical the only contact I had from them was to tell me two weeks after I had ordered that your order will be another 3 weeks. If they had told me that I would have to wait 5 weeks for delivery would I have placed an order NO.
    "
Logitech,Technology,1 star: Bad," 
  Probably the worst customer experience I've ever had to deal with. They ask you to take pictures and answer tons of questions (because of course you are a liar and a bad customer for them), then if you're motivated enough to reach that stage, they just basically tell you that they can't do anything for you. This was litterally my experience with them.
    "
Logitech,Technology,1 star: Bad," 
  I purchased a web came to work from home on the 4th April 20. Received an e-mail with status in process. Sent an e-mail to Logitech support requesting an ETA and after 10 days received a response that they are unable to give me an ETA. They are happy to take the money however not willing to give us an ETA. The worst service ever. If had a choice I would give them no stars.
    "
Logitech,Technology,1 star: Bad," 
  Truly horrible experience - no way to return items, 8-day wait for useless response on support tickets; money out of pocket on a useless item and endless frustration in dealing with an inept support process. No way is this a world class company
    "
Logitech,Technology,1 star: Bad," 
  Wish I could not put a star! Made order while item was in stock and used special delivery two weeks later email to say it’s on back order now and would be months before stock in. Now stuck as they already have my money and there ignoring my emails! Be warned people don’t by Logitech atm.
    "
Logitech,Technology,1 star: Bad," 
  I ordered a webcam to make some telework at home, 15 days have passed from the order date, since then I have not received any information from them and my order still in ""process"". There is no way to communicate with them, they are not answering any call made by phone and you do not have any email to contact them. If you look on Facebook there are many people writing about the same issue. I believed that they are selling stuff that they do not have in stock. They are very disrespectful. at least if you could get your money back and buy from another store...
    "
Logitech,Technology,5 stars: Excellent," 
  I was bought a wireless silent clicker mouse and can honestly say it's brilliant. The M590 model connects via bluetooth to a small device you plug into the usb port. It works at a good distance and fits nicely in hand. The silent clicking feature is great to avoid the annoyance of others.
    "
Logitech,Technology,1 star: Bad," 
  stupid i have to make an account to use my fekking camera and settings. way to go making the change, your sneaky grab at wanting my personal info is very very showing. i wonder who youre going to sell my email info to this time!
    "
Logitech,Technology,1 star: Bad," 
  Placed an order in early March - bought expedited shipping. It was ""in stock"". A month later... Nonresponsive support, zero information about the status of the order. Unwilling to refund. Holding my $ for nothing. Just filed an FTC complaint and suggest others do the same - (ftccomplaintassistant dot gov). Textbook fraud.
    "
Logitech,Technology,1 star: Bad," 
  if you want to buy something from Logitech is Perfect but you really shouldn't believe that that is 2 years with warranty that is 100% not true. with Logitech you have to forget about warranty that mean is lying. if things from Logitech work 1 year i think enough but you can't use that long but with 2 years warranty is funny I have been using everything from Logitech for a long time I already have too much that I need for Gaming. like 6 headset gaming cameras and drive stering i have now only one headset that The cable 3.5mm jack is faulty and the store is closed by COVIED-19. i bought 3 cables from amazon that don't work Must Be only Original Logitech Brand and now Thank you very much Logitech
    "
