,Rating,Review
29,1 star: Bad,"<p class=""review-content__text"">
                I bought a stand up mixer on line with an estimated delivery day of 04/09/20. I also received an email  saying it was shipped. When I didn't receive the order I called KitchenAid and they told me it was ready to ship but the could not tell me ""when it will be actually ship"". I then asked to cancel the order and I was told that they can't because it was ready to be ship, but they don't know when they will ship it. That is ridiculous they lied about the delivery day, they never ship it and now they can't cancel because ""it is ready to ship???"" Worst customer service, They are quick to get your money but they will not fulfill the orders you paid already. That is theft and false advertisement. They also disconnected the order status page so you can't check any progress on the order. Worst company. I will never buy anything from this company again
            </p>"
30,3 stars: Average,"<p class=""review-content__text"">
                The mixer arrived in good condition except the height adjustment was way off. I researched solutions for this and found that there is an adjustment screw and there is a test you can do with a dime which allows you to adjust the bowl height if it needs to be adjusted a minimal amount however mine came from the factory so far out it could not be adjusted so I contacted customer service because I had read that they would walk you through the solutions to fix it and if it could not be fixed they would send you a new one and you would send the defective one back.<br/><br/>Well, after speaking with Alex the customer service guy he instructed me to take a video of the dime test after each adjustment of the screw and attach it to an email he sent me. He was very courteous and I did just that. He also said call or use chat on their website to get back with customer service after sending and the agent would have access to the video and would view it and come up with a solution. I proceeded the next day to go into chat on their website and after finally connecting with an agent was told I would have to call to have the issue resolved.<br/><br/>So Alex was wrong about that. I called customer service and explained my problem and was told there was no attached video so I immediately sent another email which they got. Then this barrage of questions started while she was viewing the video asking if I adjusted the screw and of course it was evident in the video that I had and she thought she saw the dime move at which time I told her it could have been a quarter and not moved so she put me on hold so someone else could take a look at the video and then came back and asked if I had tried other positions with the screw and I said I had tried several positions in the half turn that was all the screw would move and that I had had a mixer that was this same model for several years so I knew what I was talking about. She finally said they would send me a replacement and that I was to send the defective one back.<br/><br/>This was clear cut from the beginning that I had a defective product but the agent had to insult my intelligence before admitting I had a defective mixer. I will most likely avoid Kitchenaid products in the future.<br/><br/>User's recommendation:<br/>If you get a good one out of the box the first time great but if you have to contact customer service prepare to have your intelligence insulted.
            </p>"
31,1 star: Bad,"<p class=""review-content__text"">
                I purchased the most expensive French door refrigerator kitchenmaid had three years ago. After a month I called them to say the ice maker was taking a week and a half to fill the bin. They came out and looked at it and said that's the way it is so I had to go purchase an ice making machine. All off my kitchen appliances are kitchenaid. Four thousand dollars for this product that will not make ice! Don't buy kitchenaid! They will not help you if something goes wrong.
            </p>"
32,1 star: Bad,"<p class=""review-content__text"">
                We bought a KitchenAid fridge, KRFC704FPS, Sept 2019, and it’s not cooling.  This is the second time we’ve called for the same issue.  It’s been two weeks and come to find out, they don’t have the part.  Now I have to wait for it to come in and when it does come in, I have to wait for the technician to schedule an appointment.  They are saying nothing else they can do.  We’ve only had this  fridge for only 6 months brand new.  Just remodeled our kitchen and my appliances are KitchenAid.  This fridge was NOT cheap.  I expected more from KitchenAid.
            </p>"
33,1 star: Bad,"<p class=""review-content__text"">
                Household Mixer model KHM512IC<br/>So cute. My first mixer. I bought it to make my daughter’s second birthday cake last year. Since then, I’ve used it 3 times. It stopped mid-use during the third use. I’m very disappointed. I should have done my due-diligence. I sent Kitchen Aid an email last week and haven’t heard back. It sounds like there is a piece of broken plastic inside.
            </p>"
34,1 star: Bad,"<p class=""review-content__text"">
                Bought the toaster and kettle less than two years ago from Lakeland ‘kettle blew the electrics in the house ‘then a Big Bang from the toaster soon after ‘not worth the money at all ‘load of rubbish
            </p>"
35,1 star: Bad,"<p class=""review-content__text"">
                Full kitchen of KitchenAid top of the line appliances since 2017.  First,  knob broke on double oven.   Today, Seven Sensor Microwave needs to be removed from the wall and taken away from the house for a MAG TUBE replacement.  $$$.$$.  If a 0 star rating were available that’s what this brand would receive from me.   Called the factory for assistance since the appliance is not yet three years old.   Oh well,  tough luck/no luck.
            </p>"
36,1 star: Bad,"<p class=""review-content__text"">
                Bought kitchen aid toaster from John Lewis, am on third replacement in 18 months ,  blows all electrics in house. Customer service don’t listen  that is when you get through to them . Very bad products, how they can claim to be high end !,,<br/>Have hob kettle also , which is dangerous , metal on handle conducts the heat , burns hands if not care full bought matching for new kitchen on retirement , complete waste hard earned money<br/>Would give minus stars if able. Would never buy again
            </p>"
37,1 star: Bad,"<p class=""review-content__text"">
                I purchased an expensive oven and it broke in less  than four years with less than average usage. The customer service is pointless and their contractors seem to have trouble keeping an appointment.  I will never purchase from this company again. Period.
            </p>"
38,1 star: Bad,"<p class=""review-content__text"">
                Worst company ever! Dishwasher almost set on fire and offered me dishwasher pods for my family’s inconvenience. Thanks Laura and Barbara for being the worst employees ever! Never buy from Kitchenaid!
            </p>"
39,1 star: Bad,"<p class=""review-content__text"">
                We purchased a $4000 refrigerator thinking it would be top of the line.  The ice maker broke a few months ago, we called for service and it was temporarily fixed. It broke again and we called for service once again, this time, the service person never showed up.  When I called to see what went on and to reschedule, I was advised that they had tried to call to let me know that no one was available and that I should not have waited for them to show.  The thing is, my cell records all calls answered or not, no call ever came from them.  In fact, I received an email on the day they claim to have called, the email was to confirm the appointment.  The item is not dependable and the customer service is much below what I had expected.
            </p>"
40,1 star: Bad,"<p class=""review-content__text"">
                I have just been onto Kitchen Aid  Customer Service UK with regard to a small repair to my Very expensive Artisan kettle. I was informed that they DO NOT repair small electrical goods that ARE OUT OF WARRANTY. Not bad for a company that has just been voted top 3 in best toasters that cannot be repaired!!!!!!!! My advise Is ask before buying a Kitchen Aid small electric appliance where to get it repaired better still buy a cheaper one and throw it away when broken. Vivienne
            </p>"
41,1 star: Bad,"<p class=""review-content__text"">
                I purchased a KitchenAid kettle from John Lewis &amp; Partners. The product looks good. However, I tried to register my product for warrantee (3 years on this product) but their standard form does not accept my postcode. I tried with and without space in between the letters and characters. So I decided to call customer services UK. All I achieved with this call was pressing buttons for this and that service which took 6 minutes, then I was given different phone numbers for different services and the robot just hang up. This is not customer service but a waste of customer time without any result. For goodness sake change your non-functional form to allow customers to register our products.
            </p>"
42,5 stars: Excellent,"<p class=""review-content__text"">
                I bought a kitchen aid food processor attachment and when I plug it in the shaft doesn't turn it looks like the shaft is do small too short what is going on yeah man I bought it from he said it fits all KitchenAid but the bolt  it does not turn like the bolt is too short what is going on now I'm stuck with a $300 and it doesn't work
            </p>"
43,1 star: Bad,"<p class=""review-content__text"">
                Bought a $4000 Kitchenaid 5 drawer refirg 4 years ago... have had nothing but problems.. Must have had 20 service calls for issues constantly happening with this piece of crap.  Kitchenaid corporate customer service is no help, courteous enough, but they cannot or will not help.  It's obviously a lemon but unless you want to bring kitchenaid into court you have no recourse but the throw the thing into a landfill and never ever buy kitchenaid and warn as many friends as possible and write reviews to help someone avoid this debacle ... UNBELIEVABLE... I spoke to the owner of the service company and he simply told me to throw it out and get a simple single evap system refrig because he has nothing but problems servicing these...WAY TO GO KITCHEAID.... never again
            </p>"
44,1 star: Bad,"<p class=""review-content__text"">
                Horrible Company.  I have went through 2 refrigerators in 6 years, and $1000's of dollars in repairs.  There warranty is HORRIBLE every time I talk to them on the phone they tell me to look in the yellow pages for someone to service it.  THE YELLOW PAGES!!  Disgrace of a company.
            </p>"
45,1 star: Bad,"<p class=""review-content__text"">
                No one has ever called me, or contacted me from kitchen aid.  Refrigerator is still noisy.<br/>But it keeps things cold
            </p>"
46,1 star: Bad,"<p class=""review-content__text"">
                Love my processor but less than a month after starting to use it broke. Very dissatisfied to learn it went to Belgium for repair. Very poor for the 🪐
            </p>"
47,1 star: Bad,"<p class=""review-content__text"">
                I placed an order for a $100 frying plan on January 4th, the delivery date was 7-9 days. Reached out 2 weeks later, they said the order got ""stuck"" in the system and that they would push it through. Another 2 weeks passed, still no delivery. I reach out and this is the answer I received: <br/><br/>KitchenAid: ""Thank you for your patience. That order actually got stuck in the system. You should try placing the order again online. This order is not being processed. I am so sorry for the inconvenience. Is the charge still pending on your card?.... I am actually looking at the stock on that pan. It appears to be a discontinued item."" <br/><br/>Me: ""The last chat they told me it was stuck in the system but that she would push it through on January 17th... I know it's not your fault but is there any way this can be resolved more quickly? It was meant to be a gift for someone. I will take a look at my visa""<br/><br/>KitchenAid ""I am really sorry. They would not be able to push the order through if they do not have the item in stock. I believe that may be what happened. Is there anything else that I may assist you with right now?<br/><br/>Me: ""Yes, I did not receive an email or notification to advise the item was not in stock. I have a receipt confirmation email that the item was purchased.""<br/><br/>KichenAId: ""Regrettably there are no emails sent if an order gets stuck in the system. I apologize again for your inconvenience.""<br/><br/>?! Wow. Not even a solution offered... Hope this doesn't happen often.
            </p>"
48,1 star: Bad,"<p class=""review-content__text"">
                I bought the 14 cup drip coffee pot with a full year warranty and have had to replaced it more then 5 times due to poor quality. They are now refusing to uphold their warranty to replace or refund. They want to give me a cheaper one that cost less then what I paid for. I'm planning on filing a consumer report complaint with the federal government. Everyone needs to do this so the agency will get involved with the quality of kitchenaid products. If we just post here, nothing will be done about their defective products and poor service. We MUST make them liable to stand behind their products. The consumer protection agency needs as many complaints as they can get before they start an investigation. DON'T LET THEM GET AWAY WITH STEALING OUR MONEY.
            </p>"
49,5 stars: Excellent,"<p class=""review-content__text"">
                Manager that helped me was amazing and the person who answered the phone was amazing I am Rachel good man the person that helped me because my blender was broken and it wasn’t being shipped out because of the holiday I talk to a manager and she got it shipped out right away thank you so much for what you guys have done I love KitchenAid
            </p>"
50,4 stars: Great,"<p class=""review-content__text"">
                I couldn't realise something bad like reviews from that people who bought refrigerator or mixer or something like that anyway totally and completely. How do you plan to keep it going? Can you do that please? I am happy with them.
            </p>"
51,1 star: Bad,"<p class=""review-content__text"">
                I ordered my stand mixer during Black Friday online. That same day I walked into a BestBuy and saw the same exact mixer for $120 off. I called Kitchenaid the next business day to see if they would honor the price difference and even provided proof of it and they said they could not and just told me to send it back. What a way to keep a lifelong customer... <br/><br/>Now it is the middle of January and i have yet to receive my refund. I have called 5-6 time and always get the same answer. ""Nothing I can do it's in our warehouse, they have to issue the refund""
            </p>"
52,4 stars: Great,"<p class=""review-content__text"">
                We have had a kitchenAid KSRT25CRSS01 refrigerator for 14 years. Over that time we have had 3 repairs that were needed. None too expensive. Biggest problem was water filter assembly leak which needed a replacement.<br/> I want to describe the most recent problem which might be able to someone some money. <br/>One day we noticed a puddle of water in the front left side of the refrigerator. Found out at the bottom of the freezer door there was a waterline elbow that was leaking. I thought it would be easy to find the part online and replace it. But I soon found out that this part is not on any of the parts diagrams. I searched multiple sites and spoke with reps who could not find it. Finally, I was able to identify that it was a Westinghouse 5/16” elbow. Then I was able to start getting prices. Unbelievably, the part sold anywhere from $10-$30 plus shipping! Not willing to pay that amount I contacted local plumbing supply shops. None of them carried the part.<br/>To make a longer story short, I finally found a part with that description online at a swimming pool parts supplier. If you need it, it was $1.79+shipping (gulp, was $6!). But for $8, I had the part delivered and it works fine. Here are the details: company: FreshWaterSystems.com. Part: John Guest Union Elbow Polypropylene 5/16.<br/>Good luck!
            </p>"
53,1 star: Bad,"<p class=""review-content__text"">
                I bought a Kitchenaid Professional 5 Mixer a year ago on 12/18. It is now 13 months later and the mixer broke. It will not turn on at times and it has developed a loud clunking sound when it runs. I contact Kitchen Aid about this and because it is 13 months old and only has a 1 year warranty, it is not covered. Save you money and buy a different brand, they do not make them like they use to. <br/>Now I have to go return all the attachments I got for Christmas.
            </p>"
54,1 star: Bad,"<p class=""review-content__text"">
                Purchased a Kitchenaid Induction range         ( Model  YKIRS608BSS ) a few years ago and have had nothing but problems.  We became well acquainted with the service technicians during the first year as they were out constantly to replace the main control board. It was not successful but our warranty expired. I checked with the store and they said there were so many complaints that Kitchenaid issued a 'stop sell' on this model. After sending a scathing email to Kitchenaid,  they gave me another year of warranty.  They came out again with another board but still crap. What good is warranty if they can't fix an obviously faulty design. It's not rocket science as induction has been in use for years in Europe.  Avoid their large appliances like the plague, as they don't stand behind their products.
            </p>"
55,1 star: Bad,"<p class=""review-content__text"">
                We're in the midst of the worst customer service experience we've ever had. We purchased Kitchenaid's high end 42"" refrigerator and after using it only 6 mos it no longer works. It simply does not cool or freeze anything. The worst part is that this happened nearly six weeks ago and we are still waiting for the right 'specialist' to come and repair it. He would be the 3rd technician to come to our home and in each instance it has taken a week or more to get the next person scheduled. This is all happening throughout the holiday season, so we've had no refrigeration since mid-December and now into the 2nd week of the new year. No one at Kitchenaid will prioritize or escalate things on our behalf and each time I call we are on hold an increbily long time, on today's call it was 55mins - unfortunately that's not unusual. So we've lost the entire contents of the frig &amp; freezer and have been living out of a cooler in the garage throughout the entire holidays but that doesn't seem to be any concern to Kitchenaid. $7500 for a refrigerator and now waiting 6 weeks for the ""right"" technician to repair it, if that's even possible. Do yourself a favor and stay way from KItchenaid.
            </p>"
56,1 star: Bad,"<p class=""review-content__text"">
                On Christmas day we realized there was something wrong with our KA refrigerator because we had no ice and the freezer was above the correct temperature.  On New Years eve the repairman came out and told us the compressor had gone out.  A $1500. repair on a $3200. machine.  Thank goodness we took out an extended warranty.  Very disappointed with this refrigerator.  All of my appliances are KA and have always been pleased with them.  Next time I will think twice about buying KA
            </p>"
57,1 star: Bad,"<p class=""review-content__text"">
                I bought a Kitchenaid mixer with stand. It came with a notice stating if you register your product, you get 25% off your first attachment purchase.<br/><br/>The fine print says Offer available on purchase of select attachments made from official KitchenAid website only, excludes some model numbers (lists them). I registered and didn't know how to get 25% off so I went to the online chat at which time the person said I had to phone and that was better anyway because the phone service had better details than the website. I wanted to buy the food processor attachment which is on sale for $199 online (plus the 25% coupon I wanted to use). The phone person told me I can't order online, I must order via phone.<br/><br/>Her price was $229 and then I could get 25% off. Her Manager said the same. I pointed out Kitchenaid is one company so why do they have 2 prices and the flyer that came with my mixer said to order online but I needed a code.<br/><br/>They refused to provide a code and said my only option was the more expensive option. This is false advertising and Kitchenaid is untrustworthy.
            </p>"
58,1 star: Bad,"<p class=""review-content__text"">
                One wouldn't expect that a large company like kitchenaid or Whirlpool would have such horrible customer service, but they are the worst.  My daughter bought a knife block for me for Christmas on-line.  I received an email notification. 2 days later, I received another email advising it was cancelled which I forwarded to my daughter.  She was informed that when the purchaser and receiver of the item is not the same person, their system will automatically cancel the order. Hello, that is what people do at Christmas all over the world. The company however did not return the money to my daughter.<br/><br/>It has been a month since she first ordered it and she still hasnt received her money back.  On top of that, their customer service employees accuse her of trying to scam the company. How on earth this company is still around I fail to understand.  Shame on you Kitchenaid and whirlpool for being untrustworthy yourselves.  You website guarantees a 7-10 day turnaround for refunds.  And to the incompetent customer service representatives, may karma be fierce!
            </p>"
59,1 star: Bad,"<p class=""review-content__text"">
                Horrible Customer service. This item was suppose to be a gift and was told the box it shipped it would be blank.. WRONG and they sent an email the next day with a picture. When I called customer service the next day they could care less and said there is nothing we can do. Really.. You ruined a surprise and they could care less. Have reached out to them numerous times and all the same response. Oh sorry but oh well
            </p>"
