Brand,Category,Review,Stars,review_rating
Apple,Technology,"
Just got a refurbished MacBook Pro and it's the best out there! Great saving and perfect quality
            ",5.0,POSITIVE
Apple,Technology,"
Just got a refurbished MacBook Pro and it's the best out there! Great saving and perfect quality
            ",5.0,POSITIVE
Apple,Technology,"Thanks for your help fixing my iPad Pro, cause I was on the phone on hold from Best Buy for 45 minutes so I called Apple support and they were wonderful helping me through everything
            ",5.0,POSITIVE
Apple,Technology,"
APPLE It's how a computer should be built!  Ps. Looking forward to seeing how they develop AI through Siri........
            ",5.0,POSITIVE
Apple,Technology,"
Long time Apple customer. They always deliver!
            ",5.0,POSITIVE
Apple,Technology,"
Love apple products and items
            ",5.0,POSITIVE
Apple,Technology,"
I want to give the best acknowledgement to Chiquita in Raleigh, North Carolina for her patience and persistence in helping me today. She was so kind and helpful throughout the process and I thank her immensely for walking me through the process!!
            ",5.0,POSITIVE
Apple,Technology,"
I am using iPhone 11 Pro Max And I am loving it.
            ",5.0,POSITIVE
Apple,Technology,"
Excellent buying experience as always. Good response time and helpful 24 hour service lines.
            ",5.0,POSITIVE
Apple,Technology,"
Great customer service from Josh &amp; helped me get my new AirPods and watch bands quickly
            ",5.0,POSITIVE
Apple,Technology,"
I am using iPhone 11 Pro Max And I am loving it.
            ",5.0,POSITIVE
Apple,Technology,"
Excellent buying experience as always. Good response time and helpful 24 hour service lines.
            ",5.0,POSITIVE
Apple,Technology,"
Great customer service from Josh &amp; helped me get my new AirPods and watch bands quickly
            ",5.0,POSITIVE
Apple,Technology,"
I love apple and its products are just awesome
            ",5.0,POSITIVE
Apple,Technology,"
I love apple and its products are just awesome
            ",5.0,POSITIVE
Apple,Technology,"
Always very high quality and professional products in stock, which can bid on something. I was surprised by the image quality as it is better than described in most reviews. I have both iPhone and Apple Watch and can only recommend both products because they also deliver good for the respective price.
            ",5.0,POSITIVE
Apple,Technology,,5.0,POSITIVE
Apple,Technology,,5.0,POSITIVE
Apple,Technology,"
Kyle helped me on Apple Support and he was so much help.😊He helped me do things to the iPad and get it fixed to stuff I did not anything about. He kept reassuring me to be patient and that we were going to figure it out together. If you ever call Apple Support, ask for Kyle.😊
            ",5.0,POSITIVE
Apple,Technology,"
Well January 17 my lockout!! I had got so use to using Touch ID that once my phone went dead I was stuck I couldn’t even remember the password. So I to contact apple support by phone was told to follow steps to recovery on top of that I had no idea what my Apple ID password was once again to use to using Touch ID. Long story short apple security is the best I must say that. I had so many steps to do, just to be able to get into my iphone. Thank God for iCloud for much was saved!  I called apple once on the 17 and all other contact was email the iTunes recovery steps didn’t seem simple at 1st however once I plugged her up to a desktop it was all she wrote today is the 21 my phone is backup and running. I say that was pretty good being the error codes I was getting was right there on the support site. So I knew it was my computer or wire. Today I called in for once I was able to get into my phone I ended up getting stuck the rep was able to help me and I’m now looking at my children’s videos&amp; pictures I had backed up thanking all  representatives who helped me. The security is awesome now how do I get ringtones lol
            ",5.0,POSITIVE
Apple,Technology,"Worst experience after 15 years of being a customer. Looks like my last purchase from them. They doesn't care about customer satisfaction anymore... 4 different assistants telling different things. Just have no words how i disappointed ( sad!
            ",1.0,NEGATIVE
Apple,Technology,"
This company is an embarrassment to all facets of human life!
            ",1.0,NEGATIVE
Apple,Technology,"What happen to apple.  I have a love hate relationship towrds them. Sadly coustmer support is extremly bad. I dont know if they got lazy or try to downsize cost. But they now pretty much as what google can tell you. Nothing more. I think that steve jobs had been very sad to learn what is happening whit apple.
            ",1.0,NEGATIVE
Apple,Technology,"
I had an Iphone 5 that started having troubles this past December 2019.  I finally got a chance to bring it in in January.  I was 5 minutes late for my appoint due to parking.  They cancelled my appoint and said I had to wait a week to schedule another one.  I work 65 miles away, and the only time I could take it in was on weekends.   After enough complaining (remember not more than 5 minutes late) they agreed to fit me in.  Two hours later, right at closing they said it was a bad battery and because they could not remove it, they would give new a refurbished Iphone 5 for just sigh of $60.00.  Well, this refurbish IPhone  lasted 2 months before the screen started getting verticle black and white lines across it and shut off  completely.   I called Apple.  The lady was very nice and agreed that it should have lasted longer than 2 months.  She said Apple would send me a replacement Iphone 5 for free, and that I wouldn't have to leave a credit card.  3 weeks later, the same lady calls me and couldn't be slower saying she made a mistake in writing up the order.   Today (May 7, 2020) I receive an email saying only 2 days left to save the order.  I entered my info and on the next page Ap[ple wanted to charge my credit card for $490.50!    I have a brother and a cousin dying from cancer. and depending on me for help.   I work 65 miles from home.  And these P** leave me hanging for over a month and now want $490.50 from me, for a product they sold me 3 months ago?????????????   Android!
            ",1.0,NEGATIVE
Apple,Technology,"
When a company doesn't let you use a phone that you bought outright without their apple id, or their customer rep speaks very poor English, or when they take over a month to send out a password recovery email....well...that tells you everything you need to know about apple customer service. I've never had any such issues with Samsung or any other kind of phone I've used.
            ",1.0,NEGATIVE
Apple,Technology,"
I had a trial for Apple TV, and it was for a year.  My nephew accidentally cancelled it on my MacBook Pro.   I tried twice to explain the situation and no assistance was offered.  It was such a degrading experience.  The advisors just shut the chat the window.
            ",1.0,NEGATIVE
Apple,Technology,"
I recently decided to change my Apple ID password. More fool me. When I did this, I kept being prompted to change the password multiple times, until I forgot my previous password and was stuck. Naturally with COVID-19 situation and Apple Stores in OZ closed, I could not get immediate help. I had to wait 5 days until I got a message that I could change my Apple ID - which was successful despite their incorrect step-by-step instructions. Since yesterday, I have been prompted to enter my new Apple ID on different devices MULTIPLE times to ensure all apps can be accessed. Just wondering how many times (and days) I have to keep re-entering my password as it is totally tiresome. I also cannot access my older version Apple TV without entering password every time I want to use Apple TV Plus. I so wish I had switched to Android devices last year as Apple is no where near the user friendliness and compatibility I want these days.
            ",1.0,NEGATIVE
Apple,Technology,"
I’m using iPhone XS with THREE provider. Nothing works good since October 2019. I’m not sure what causes the issues. It looks like them both are not compatible.  My device doesn’t do essential things most of the time. At my household there are another iPhones, 7 and XS MAX. Only the old 7 on GiffGaff works well. XS MAX struggle as much as XS with THREE. White screen instead web contain. Browsing takes ages and so many times it ends as safari couldn’t open the page. I’m paying £60 a month to having unlimited data. What do I get, frustrations. Can you imagine if you are online banking and your screen goes blank. And lots of other situations when I need to things now. Not when iPhone decides to work.  To help it work everyday numbers of switch off/on, fly mode on/off. Also technical support advice from THREE to clear safari browser history and reset network settings. I feel extremely disappointed. I’ve been happy iPhone user since 2007. Probably not anymore.
            ",1.0,NEGATIVE
Apple,Technology,"I called two different times and got three different answers. First time i called to check on my order, the lady said i had to speak to an order review team. She transferred me... to another representative! He told me nothing was wrong and just to wait. I called back to get one more clear answer, this lady also said to wait. So I waited and my order was cancelled because the funds weren't verified by your representatives that told me to wait! YOUR CUSTOMER SERVICE IS THE REASON I WILL NOT BE BUYING YOUR PRODUCTS. I WILL BUY A DIFFERENT BRAND JUST BECAUSE YOUR SUPPORT SUCKS SWEATY BALLS
            ",1.0,NEGATIVE
Apple,Technology,"
2019/2020 MacBook Pro’s are very poorly made.  They had to replace mine as it went wrong within weeks of purchase.  Took nearly a year for apple to rectify and only then after legal proceedings were commenced.  And yes I did have Apple Care Plus. Thought I was buying a great product but clearly they have started to cut corners and drop reliability.
            ",1.0,NEGATIVE
Apple,Technology,"
I sent my iPhone for a battery replacement 4/10/20 and I have not received it at all it is now 5/5/20 it has been over a month I was forced to get a new phone and not sure when mine will arrive back to me I am angry and I deserve atleast the money I paid for my new phone.
            ",1.0,NEGATIVE
Apple,Technology,"
Absolutely fuming with Apple . Ive been a customer for over 10 years , we have 4 children , 2 of whom are young adults . So over The years we’ve had a lot of devices , currently have 4 iPads and 5 iPhones in the house that have cost us a considerable amount over the years and only sent off for a repair once which was about 4 years ago .  My sons iPhone XR has frozen and can not swipe the screen at all and is less than a year old. I sent it off for repair only to of got a message today saying I need to pay £350 . I decided to call them and spoke to a lady who was very polite and said They have to charge me as it has a small crack at the back of the phone . I told them I wasn’t bothered about the crack as it’s never affected the phone and don’t want that repairing just the system fault . She put me thru to a senior member of the team and he was very rude . Didn’t want to listen . Told me they can’t fix it without fixing the crack and that would cost me £350 !  Absolute joke .  Wasn’t interested in anything I had to say . I just expected more from this company ! The amount of money they make. I understand the small crack was my sons fault but it’s never had an affect on the phone and the fault isn’t through that ana is a system fault . They don’t want to charge me for the system fault but won’t fix that without me paying for a new back at a cost of £350 ! Just very rude customer service and pretended he couldn’t even hear me by the end of it and put the phone down on me
            ",1.0,NEGATIVE
Apple,Technology,"
I have gost touch on the latest iPhone like y’all phones are expensive why can y’all atleast fix that bug?
            ",1.0,NEGATIVE
Apple,Technology,"
I’m so disappointed from the service , I spoke with an adviser called joseph  He is rude , unprofessional and not helpful by all means . My problems hasn’t been solved by Apple and they did not even care  . Sorry to hear that big companies having this type of customer service.
            ",1.0,NEGATIVE
Apple,Technology,"
I bought a new device in Nov 2019 through Vodafone.  I was never told by Apple or Vodafone about the 1 year free Apple TV promotion . I found out about it a week ago by a friend and then attempted to access it.  After over an hour on the phone with Apple I was told I could no longer get it due to it expiring 90 days after purchase. They would not budge - this is disgusting and so disappointing - whether it’s worth having or not - it’s the principle - they are really pathetic - customer service? Understanding and care especially in theses times? They just don’t care!
            ",1.0,NEGATIVE
Apple,Technology,"
Terrible customer service.  The App Store is filled with recurring subscription traps and a nightmare as a single mom to a 7 year old with my phone and password.  I could get a refund for him using my phone to buy game credits for something with robots.  He spent 200 dollars buying the robot and cards for  another game but it’s non refundable.  My kid is going to be churning milk on a farm till he’s 18 and you guys aren’t seeing my business anymore.
            ",1.0,NEGATIVE
Apple,Technology,"
My original cable doesn’t work even its connected to my laptop to back up
            ",1.0,NEGATIVE
Apple,Technology,"
Apple are you fellas reading the bad reviews on here if so do something about it I’m disgusted at you greedy fellas you  made 69 billion dollars this year and can’t refund my $1,000  can’t even look after us the people that buy your products. On the 6th of February my 8 year old son bought games the little bugga spent $700 on Roblox  I rang Apple up thy were all nice saying I would get my money back but only $600  better  then nothing so I thought it will take 48 hours I had to do request a refund I have been ringing emailing nearly every day in February and March you fellas said it was in my bank well rang my bank  my bank said you guys was the hold up you never release it  apple you never put my money back. And of course Covid-19 happen you fellas were closed  I managed to ring apple back on 1st of May  and the lady took half n hour to tell me I’m not eligible for a refund WHAT does that mean no explanations just that $700 gone there’s no Compassion here just got my hours cut and these guys after I pay my Apple off I’m going back to Samsung Do the right thing give bank my money
            ",1.0,NEGATIVE
Apple,Technology,"
I am extremely frustrated with Apple and their ‘services’ as I had bought one of their iPhone XS devices BRAND NEW for $1,600, 8 months ago and it no longer charges via lightning cable as the charging port no longer works. I have called them and asked for my options but being currently closed due to covid-19 Apple said my options were limited. I can either ship the device to them for it to get assessed then POTENTIALLY fixed then sent back which could take around a month depending on shipping which I explained I couldn’t do that as i’m an essential worker in this pandemic. Their response to this is “they couldn’t give me a phone to use in the meantime while that process is being done”. My second option was to call and book an appointment with one of their Apple authorised businesses that are still operating to have them look at it - then get back to apple with the issue, to then either fix it at no charge or if the issue being my fault - I pay for it. I was also told it could be caused by using too many different cables which would make the damage my fault so I then have to pay for it. The following day I then called the most local Apple authorised business being 45 minutes from where I live and they then told me that they’re booked out for the next 3 weeks and I have to call weekly to attempt to make a booking - which is almost impossible as they don’t answer the phone and don’t respond to emails. I then asked when’s the best time to call and when do they open the bookings for the next week and they couldn’t give me a day or time expecting me to call daily to get a booking and even if I got the chance to make a booking i’m currently working 6 day weeks from 6am to 4pm as an essential worker and the Apple authorised business closes at 5pm and is not open weekends; making my chances near impossible. I then called back Apple explaining that the two options they had given me weren’t good enough as with covid-19 I’m an essential service working Monday through to Saturday and my phone doesn’t charge. They’ve told me they essentially could not care less. After hours and days of fighting the best option they could come up with was me paying $40 out of pocket, to send in my phone and be without a phone for days and have them return me a MANUFACTURED PHONE - not even a brand new phone!!! I am extremely disgusted that Apple is a multi-billion dollar corporation and they can’t even 1) spare a new phone for a customer who spent thousands on the phone that is STILL UNDER WARRANTY &amp; 2) help out an essential worker who is risking their life to service Australia. Honestly considering spending my money elsewhere from now on and you should too - this isn’t how a successful business should treat their loyal and paying customers - pandemic or not they weren’t going to help me either way. Apple needs to be boycotted.
            ",1.0,NEGATIVE
Apple,Technology,"
I used to be a loyal customer. I am very disappointed by Apple product quality and poor customer service. My son accidentally bought Apple music service when he played a word game. I cancelled the purchase on the second when I saw the charge and contacted Apple customer service. They refused to refund for a subscription (cancelled within 24 hours and never used the service). Then I realized that Apple ID didn't work appropriately. I found my phone coul turn on by different faces. What a crap! I bought this Iphone 11 becaUse my old Iphone X no longer took Face ID (after only 1 year use and wasted 3 hours in Apple genius bar but couldn't repair it). I even didn't plan to go fix this stupid face id this time. Only $10.62. But I could see Apple's product quality and customer service getting worse each year!
            ",1.0,NEGATIVE
Apple,Technology,"
Their all right, out of all the hardware I've had, my apple equipment has lasted the longest. It's definitely overpriced but the fact that I've used the same computer for over 9 years now really shows that quality is worth the extra cost.
            ",3.0,NEGATIVE
Apple,Technology,"
I tried purchasing the iPhone 11 pro twice and every single time I got declined. I called Apple and they told me it was because my bank didn’t send over the funds ? I then talked to me bank and they told me that this is not true. Apple actually got the money and the customer service was not helpful at all. They don’t even know what they’re doing. I’ve never experienced such stupid ppl in my life. I updated all of my card information so there shouldn’t be any issues. I just had a 45min phone call with them and I just kept getting forwarded to different ppl. The last lady kept asking question about what’s important to me in a phone and talked about her personal life which is something i don’t care about. I told her that I just want to know the issue with this purchase and nothing else. She didn’t even know why I was calling no one gave her the information on that neither did she ask what my issue was ? So stupid I swear
            ",1.0,NEGATIVE
Apple,Technology,"
Absolutely Terrible. “Fast shipping”. I ordered an Apple Watch and THEN continued to order accessories on amazon and my amazon order came within 2 days like the fast shipping they state. (AMAZON IS ABSOLUTELY AMAZING!!!!!!!!!!) they know how to FAST deliver like they STATE on their website. Unlike Apple. “Fast shipping” but who knows what UPS is doing with your order. Brilliant Apple. My order It was supposed to arrive last night. No where to be seen. Now Monday? Why? I’m returning the watch. Absolute crap. Figure out your shipping Apple. You have the technology..
            ",1.0,NEGATIVE
Apple,Technology,"
Worst product. My laptop broke down twice, and we took to Authorized Apple Care. Now these idi-ots have replaced my logic board for 36000, and charging me extra for service. It FAILED again......
            ",1.0,NEGATIVE
Apple,Technology,"
0 Stars, Apple replaced a phone thru Apple care and required a credit card hold for the amount of a new phone before they would ship. Apple sent me a “refurbished” non working phone. Apple refuses to send another phone unless I authorize another hold on my credit card for the full amount. You are only allowed two replacements per year, this would use up my last replacement. My business has been without cell service for three days now and Apple could care less. Stay away from Apple.
            ",1.0,NEGATIVE
Apple,Technology,"
macOS Catalina is a disgrace - it's so slow you can make a cup of tea while it thinks about basic tasks like opening a standard application.  I thought they beta tested these software upgrades before launching them. I bought a brand new iMac and it prompted me to upgrade when I switched it on and now I'm faced with a new PC that performs like something from the 1990's.
            ",1.0,NEGATIVE
Apple,Technology,"
Completely lack of customer service. I spent +15 hours getting a freaking AirPod replaced, and still they decided to charge my card. TWICE!
            ",1.0,NEGATIVE
Apple,Technology,"
Honestly Apple and the Apple Cash “bank” they have are a giant joke. They treat their customers like s***. If any part of your account/wallet/phone is compromised they’ll just right it off as an authorized transaction just so they don’t have to have any liability for their lack of a more secured system. The phones always break and after a few downloads of “important Apple updates” your stuck having to pay extra for any additional storage(even for apps or data that has nothing to do with actual phone security and more for them to watch what you say/do) honestly anyone who has an android or any company besides Apple is better off Biggest pieces of s*** out there All the company cares about is how to further rip you off on their next “great iPhone” and what random service fees or bull loopholes they place in their contracts
            ",1.0,NEGATIVE
Apple,Technology,"
Customer service is terrible and takes hours to speak to someone and half of them don’t know English and liers
            ",1.0,NEGATIVE
Apple,Technology,"
iPhone having problems after 3-4 months of usage.  Apple then tells me repair is not covered due to water damage when the phone hasn't been anywhere close to what they claim the phone can handle.  False adverstisement! Refusal to admit that phone may be faulty in the first place.  Apparently this has been an issue, many people on the internet have written about the same issue. Apple still advertise their product is water resistant but won't cover water damage and blames their customers.
            ",1.0,NEGATIVE
Apple,Technology,"
To whom it may concern,    Apple Case# 101070318544  I recently had a business Iphone X get returned to me from a employee. Well they had their icloud account locked. I called Apple Support and was shocked. I have done everything possible to prove ownership of this device. Verizon sent me the form to send to them showing I have ownership of the phone. They responded in (2) days that it wasn't sufficient enough. I am currently on the phone with Verizon about this issue. I paid good money for this phone and now its a paper weight. As a small business owner this is disturbing. One thing is for sure! if this doesn't get resolved soon I will be getting rid of all of my company owned Iphones and never doing business with them again. I agree with protecting the owner of the device But i am the ""Owner"". Just crappy customer service and lack there of...
            ",1.0,NEGATIVE
Apple,Technology,"
Garbage... need to fix their dedrater ssa weather app. Doesn’t track weather for tihs.
            ",1.0,NEGATIVE
Apple,Technology,"
I am a apple product customer and on my i mac always in the notification keep telling I have system update available so I updated the version and it took almost half day to update, finally when everything fully updated to up to date, I went in to my iMac and started using it, omg I can not believe that my system went so slow, i clock the google chrome and it took ages to come up, everything is very slow now after their update! This is the worst part in apple, I work on this mac now I can even do my architectural works! Apple is doing this purposely because if our system goes down we may looking to spend more money to fix it or buy new one, this is ridiculous! we put our trust in you and pay 1000 bucks but they send the bugs through updates, fooling us!
            ",1.0,NEGATIVE
Apple,Technology,"
Apple customer service is the worst I've seen, I bought a defective airpods pro and it's causing unusual ear pain unlike other earphones I used. After placing me on hold for an hour, the representative told me to see a doctor. Apple never take responsibility for defective product, What a joke.
            ",1.0,NEGATIVE
Apple,Technology,"
Apple has become the absolute worse company when it comes to customer service and following through. We have been waiting over 18 days for account recovery and every time the resolution date arrives it is pushed back. I have always bought Apple products I can honestly say this will be the last time for me and my family.
            ",1.0,NEGATIVE
Apple,Technology,"
why iPhone don't have video recording pause option? :(  once using Get direction on Apple map took me to onothe location, because it does not select the suburb on the address. :(  why Apple recovery password don't give you more than 2 option if you forgot password and security question :(  no more Apple phone  thanks
            ",1.0,NEGATIVE
Apple,Technology,"
Our iPhone 6 Plus was having battery issues so my husband called Apple and was instructed by them to take the phone to Best Buy’s for an authentic apple Battery replacement.  We dropped the phone off and paid.  Soon after we get a phone call to my cell notifying us that the battery could not be changed because there was a problem with the mother board not accepting the new battery.  The Geek guy insisted it was a manufacture defect. When we picked up the phone we noticed 2 cracks on the left side of the iPhone screen.  I right away called them from the car and spoke to the manager. After about 75 phone calls  they said  they will take care of it, but here is the BIG problem my husband is a salesman and needs his phone.  So we told them we needed to find a replacement in order to give them the phone to replace the screen.  Well, it wasn’t until months later that my daughter got a new iPhone and lend us her old one.  I called and called and called and no reply, so I personally went in and saw Sergio, he didn’t remember the occurrence and said time had expired and they where no longer repairing the screen on their account.  We tried to reach the CEO of Apple in Cupertino and a nice gentlemen reached out to me and promised he would try and requested a weeks time.  Well, it took him like 4 months and still till today nothing was done and Apple won’t take care of the problem from there Authorized Dealer.  Apple wants us to pay for the screen and battery.  It’s been a battle back and fourth this entire process has been a nightmare.  Apple doesn’t stand behind nothing.  Mr. Banister is just doing his job which only proves Apple is a cheap, heartless, careless company!  They only care about money no customer service at all!  Until today I am still with back and forth communication with Mr Banister with no success and mind you, we sent the original paperwork from The Geek Squad where it says the phone was physically in excellent conditions.   Apple is a Bad Company no backup on their mistakes. In this case they should repair the phone since they recommended and hired Best Buy’s as an Authorized Dealer and the messed up our phone.  This WAS NOT OUR FAULT, it was APPLES fault to alíviate the Apple Store from the battery chaos they created with the updating glitch.  Apple Stand up to your products and mistakes!
            ",1.0,NEGATIVE
Apple,Technology,"
Useless at helping. Bought an ipad mini back in 2014 which locked itself in flight mode. The email i registered it to no longer iexistent, I have tried to get it unlocked for homeschooling for a 4year old &amp; Apple say they cant help. Bought it through VERY who aren't helping with proof of purchase, apple won't accept advice note i work in nicu &amp; this is breaking me. Never again would i buy apple products
            ",1.0,NEGATIVE
Apple,Technology,"
Those scammer disabled my apple account for no reason And scammed e in 140$ was in my wallet i dont recommend them at all becareful guys they are horrible disgraceful scammers.. i Hope huwawei and china will beat them up soon very soon long live china
            ",1.0,NEGATIVE
Apple,Technology,"
Utterly disgraceful. Ordered a MacBook on Thursday to be delivered on Monday. Monday arrives and it tracking says delivery on Tuesday. Tuesday arrives and it’s still ‘processing’ so I call Apple and they assure me it’ll be done by the end of the day to be delivered on Wednesday. Wednesday rolls round and it’s STILL processing so I call again and they say delivery by Thursday. At this rate who knows when I’m going to get my order? It’s already being dispatched six days later than promised! So I’m losing money because I need a new machine for work and Apple won’t even extend to me a ‘good will gesture’.  Oh yeah, and screen time has also become locked out on my phone. I wrote down the password, so I know exactly what it is, but my phone is telling me I have the password wrong. Apparently you can’t remove this without completely resetting your phone and setting up a new Apple ID.   Sick of Apple by this point. Beginning to think I should just buy a pc.
            ",1.0,NEGATIVE
Apple,Technology,"
I wrote a review,which took a lot of my time,did not get posted in reviews!WHY????
            ",1.0,NEGATIVE
Apple,Technology,"
Horrible customer experience. They sent me a replacement product that doesnt work. When I called back they kept trying to make it work, hours on the phone for Airpods? They said needed to check issue with engineers and get back to me. They scheduled a call, and never called back? When I then called, they said, I cant see here your problem. You would expect that for one of the richest companies in the world, with the deepest pockets, they would spend a little more and have a good and premium service to match their pricetag
            ",1.0,NEGATIVE
Apple,Technology,"
what a f.....k, where is real devices?
            ",3.0,NEGATIVE
Apple,Technology,"
Very Bad service i faced big Problem Because of Apple Software Update IOS 13.4.1  i lost my data , Music Player Song of  600 - 700 . there software update are Trash and Please Dont Trust Apple Product there Service and customer Support are  very Bad. they also have electronic device Heating Problem and Software Bugs that continuously increase . i request u Please Dont waste u r Money and Time on Apple Product and i am also apple user for last 4 Year. They Dont care about there Customer  Thank You
            ",1.0,NEGATIVE
Apple,Technology,"
Even in this PANDEMIC situation, these APPLE company people are behaving so mean. My 5 year old one,while using i-pad ,purchased 2 apple apps unknowingly when popped up.Within 15 min window we immediately called back to the customer care.They said to wait for 48 hours and sent a message that it will not be refunded. Satya Swaroop Pasala of order MV65M0M57Z of $87.99 Satya Swaroop Pasala of order MV 65MOM47K of  10.99$  Two transactions happened at the same time.   We IMMEDIATELY DEACTIVATED THE PURCHASE AND CALLED THE CUSTOMER CARE.WE DID NOT USE A SINGLE HOUR. STILL I DONT UNDERSTAND WHAT ELSE THESE PEOPLE NEED.  We did not give authorization  to deduct the amount from our  card.I dont understand how they can do the transaction.Its not less amount to ignore.  Dear people please be cautious of this regardless people.
            ",1.0,NEGATIVE
Apple,Technology,"
I dont even have Apple. My kids does. Itunes secretly sign you up to subscriptions when you download free apps. I've paid out over 200 dollars in subscriptions that no one ever signed up for. Then they won't refund you when you discover it. I'll never get Apple myself. They are deceiving.
            ",1.0,NEGATIVE
Apple,Technology,"
Great hardware and love the privacy aspect of IOS  compared to android.   Hope apple will find its way back to creating innovative tech, keeping hold of my old iphone 6s at the moment.  However, apple's subscription cancellation policy is pure bovine waste. Until they change that, I will not use it anymore. There are enough alternatives on the market with better policies.
            ",3.0,NEGATIVE
Apple,Technology,"
Run far far away!  I purchased an app for $24.99 and it did not work the way it was intended.  The  app misrepresented and falsely advertised. When I requested a refund, I was told I wouldn’t know for 48 hours.  When I checked back to check status, it was denied.  I called support and they would not tell me why it was denied.  A SUPERVISOR hung up on me.  Wow!  Just wow.  I tried to chat with someone in customer support and they “hung up”. on me.  The rep thought it was perfectly ok that the refund was denied and I was out the $$$.   Such deplorable non existent customer service.  Filing a complaint with the BBB.  I expected Apple to be a one call does it all resolve type company.  Obviously they care nothing about their customers.
            ",1.0,NEGATIVE
Apple,Technology,"
finally after my first bussiness iphone of only 8GB, now one with 128GB, as apple does not allow external SD, my first bussiness phone was always short of memory. Now, after a year, I want to transfer photos to my external HDD, no change,  -USB connection fails after 200MB -Icloud: fails after 3.000 files. So, Apple holds hostage of allmost all my pics.  They look american, they act worse with privacy than Chinese!
            ",1.0,NEGATIVE
Apple,Technology,"
As soon as i say that my ordered haven't receive the girl who work on apple online store company name natasha END the call. I feel disappointed and disrespectful that time. So i email the carrier and then the UPS carrier keeps on sending different hours and made me wait for whole day for nothing.
            ",1.0,NEGATIVE
Apple,Technology,"
My iPhone 7 wasn’t getting any service, so after spending 2 hours with technical support I was told that I needed to send my phone to be service. I told them that I didn’t have a spare phone or could not be without a phone, so I was basically forced to by a new phone. Turned out that the $850 iPhone 11 I purchased started having problems with its sounds. After spending almost 1 hour and half with technical support, I was told that I had to  send my new phone to be fixed. Basically I was back to square 1. They refused to send me a new phone back, and return this one considering that I was still within the return policy. I’m beyond disappointed with Apple!
            ",1.0,NEGATIVE
Apple,Technology,"
Apple continues to disappointment customers with every product they release there’s always a problems the new iPad Pro 2020 is similar to the iPad Pro 2018 also the new MacBook Air is only a refresh and doesn’t have good thermals and heats up also the iPhone se 2 is a scam as there is no need for this product as a iPhone XR refurbished is £40 more and you get a lot more including longer battery and more screen seem like Apple are only making money from us
            ",1.0,NEGATIVE
Apple,Technology,"
This new update by apple sucks . Since the time I have updated my phone to 13.4.1 its get hanged every now and then . This version of update is a complete failure and apple needs to relook the same . I am using an Apple IPhone 11 Pro .
            ",1.0,NEGATIVE
